open_time,open,high,low,close,volume
2022-06-03 00:00:00,1834.09,1835.79,1822.3,1825.49,21581.6474
2022-06-03 01:00:00,1825.49,1843.91,1824.64,1840.21,25383.888
2022-06-03 02:00:00,1840.21,1843.34,1831.19,1831.37,15709.9605
2022-06-03 03:00:00,1831.37,1833.24,1826.84,1827.52,17421.291
2022-06-03 04:00:00,1827.51,1829.1,1816.67,1816.82,18409.5955
2022-06-03 05:00:00,1816.82,1828.74,1816.48,1825.7,14912.6203
2022-06-03 06:00:00,1825.74,1827.11,1811.19,1812.27,16099.0465
2022-06-03 07:00:00,1812.28,1819.94,1806.7,1813.92,23653.5796
2022-06-03 08:00:00,1813.91,1821.45,1806.86,1810.34,19881.4189
2022-06-03 09:00:00,1810.33,1813.55,1790.76,1797.95,38952.7615
2022-06-03 10:00:00,1797.96,1801.19,1756.07,1762.12,62699.0355
2022-06-03 11:00:00,1762.13,1775.51,1753.0,1762.35,46051.8681
2022-06-03 12:00:00,1762.36,1779.95,1737.0,1746.39,77612.5784
2022-06-03 13:00:00,1746.4,1769.58,1741.0,1768.0,76875.6867
2022-06-03 14:00:00,1767.99,1774.2,1749.13,1767.39,50129.0752
2022-06-03 15:00:00,1767.39,1773.15,1755.54,1763.32,33512.6462
2022-06-03 16:00:00,1763.32,1767.11,1751.18,1762.31,30235.8009
2022-06-03 17:00:00,1762.31,1767.58,1746.68,1751.87,27287.4335
2022-06-03 18:00:00,1751.88,1754.87,1743.0,1750.05,23591.7751
2022-06-03 19:00:00,1750.05,1755.75,1745.28,1751.18,21715.46
2022-06-03 20:00:00,1751.18,1765.69,1749.42,1759.74,16403.997
2022-06-03 21:00:00,1759.74,1793.79,1759.59,1788.82,24756.5994
2022-06-03 22:00:00,1788.81,1795.0,1779.5,1782.95,24256.2285
2022-06-03 23:00:00,1782.95,1783.77,1770.37,1775.12,14148.5409
2022-06-04 00:00:00,1775.13,1779.66,1770.78,1774.48,12667.5114
2022-06-04 01:00:00,1774.47,1777.7,1758.45,1760.24,20308.4872
2022-06-04 02:00:00,1760.23,1762.81,1748.43,1754.74,25072.9568
2022-06-04 03:00:00,1754.74,1758.47,1751.93,1752.96,15210.7425
2022-06-04 04:00:00,1752.96,1770.47,1751.73,1768.72,20665.7593
2022-06-04 05:00:00,1768.73,1770.22,1765.44,1769.03,8366.9111
2022-06-04 06:00:00,1769.02,1775.52,1768.2,1770.75,10556.3818
2022-06-04 07:00:00,1770.74,1770.75,1764.72,1769.11,10234.4934
2022-06-04 08:00:00,1769.1,1778.25,1765.48,1774.92,15933.9619
2022-06-04 09:00:00,1774.91,1780.0,1770.31,1774.18,11230.654
2022-06-04 10:00:00,1774.19,1778.09,1770.98,1773.67,10734.4576
2022-06-04 11:00:00,1773.67,1774.8,1763.32,1768.24,11988.314
2022-06-04 12:00:00,1768.23,1772.35,1757.23,1759.44,18435.0571
2022-06-04 13:00:00,1759.45,1768.26,1758.28,1766.67,12559.1273
2022-06-04 14:00:00,1766.68,1789.26,1758.55,1777.05,37738.9537
2022-06-04 15:00:00,1777.05,1782.86,1774.46,1778.85,19380.8478
2022-06-04 16:00:00,1778.85,1779.99,1772.12,1773.0,14941.5676
2022-06-04 17:00:00,1773.0,1777.94,1767.3,1775.9,11910.0922
2022-06-04 18:00:00,1775.91,1782.86,1775.9,1778.7,13239.8303
2022-06-04 19:00:00,1778.7,1780.26,1771.0,1772.47,15229.3241
2022-06-04 20:00:00,1772.48,1777.7,1770.5,1777.45,7320.5113
2022-06-04 21:00:00,1777.44,1787.92,1775.72,1787.65,9316.7041
2022-06-04 22:00:00,1787.65,1816.0,1785.77,1798.86,42386.0291
2022-06-04 23:00:00,1798.86,1805.47,1795.0,1804.58,12850.7823
2022-06-05 00:00:00,1804.58,1810.97,1797.68,1798.22,17735.3119
2022-06-05 01:00:00,1798.22,1799.09,1785.39,1786.14,13440.1047
2022-06-05 02:00:00,1786.14,1795.31,1784.46,1793.61,11895.9594
2022-06-05 03:00:00,1793.6,1798.66,1790.78,1793.85,8465.506
2022-06-05 04:00:00,1793.84,1794.38,1786.51,1790.29,8582.4694
2022-06-05 05:00:00,1790.29,1800.0,1790.28,1797.47,7680.716
2022-06-05 06:00:00,1797.47,1797.84,1791.24,1791.24,8286.194
2022-06-05 07:00:00,1791.24,1797.24,1785.78,1785.82,8558.4466
2022-06-05 08:00:00,1785.82,1795.57,1785.81,1788.9,10190.9177
2022-06-05 09:00:00,1788.89,1788.9,1773.05,1781.9,17015.8618
2022-06-05 10:00:00,1781.9,1788.01,1778.23,1780.86,10834.0249
2022-06-05 11:00:00,1780.86,1790.34,1776.74,1788.2,9350.2033
2022-06-05 12:00:00,1788.2,1794.05,1784.86,1790.7,11102.8139
2022-06-05 13:00:00,1790.71,1794.23,1783.0,1784.15,11780.0378
2022-06-05 14:00:00,1784.14,1798.54,1780.0,1795.34,16985.6033
2022-06-05 15:00:00,1795.34,1812.84,1793.95,1811.41,26821.9539
2022-06-05 16:00:00,1811.42,1825.0,1795.51,1800.8,38702.5892
2022-06-05 17:00:00,1800.81,1829.4,1798.38,1824.56,29553.6486
2022-06-05 18:00:00,1824.56,1830.17,1815.21,1816.15,17393.2104
2022-06-05 19:00:00,1816.14,1825.09,1814.87,1821.21,13488.4971
2022-06-05 20:00:00,1821.21,1827.68,1810.5,1810.77,12462.2503
2022-06-05 21:00:00,1810.77,1815.52,1803.9,1813.17,13886.3261
2022-06-05 22:00:00,1813.18,1821.23,1804.49,1815.58,27090.1524
2022-06-05 23:00:00,1815.58,1818.88,1802.55,1806.23,20671.7074
2022-06-06 00:00:00,1806.22,1844.0,1804.35,1836.0,37375.8026
2022-06-06 01:00:00,1836.01,1873.2,1836.0,1864.04,68913.7507
2022-06-06 02:00:00,1864.05,1871.23,1856.96,1867.2,34063.867
2022-06-06 03:00:00,1867.2,1884.44,1867.2,1878.29,37077.009
2022-06-06 04:00:00,1878.3,1884.19,1875.0,1880.39,31380.0523
2022-06-06 05:00:00,1880.38,1887.98,1868.54,1870.39,23214.7709
2022-06-06 06:00:00,1870.4,1893.27,1867.47,1886.1,39817.9113
2022-06-06 07:00:00,1886.11,1896.68,1884.64,1893.77,28920.2023
2022-06-06 08:00:00,1893.76,1906.27,1890.19,1905.27,40129.5146
2022-06-06 09:00:00,1905.27,1912.64,1898.32,1911.43,24755.1957
2022-06-06 10:00:00,1911.44,1915.0,1903.52,1908.46,22615.068
2022-06-06 11:00:00,1908.46,1915.47,1903.59,1909.55,33663.0492
2022-06-06 12:00:00,1909.54,1920.0,1905.34,1909.72,25160.4999
2022-06-06 13:00:00,1909.71,1917.02,1892.6,1904.77,51628.123
2022-06-06 14:00:00,1904.77,1916.61,1889.19,1893.97,46994.1718
2022-06-06 15:00:00,1893.97,1896.12,1866.0,1886.79,57263.7492
2022-06-06 16:00:00,1886.79,1888.82,1850.67,1858.74,52366.9563
2022-06-06 17:00:00,1858.73,1860.0,1843.72,1856.6,37759.0879
2022-06-06 18:00:00,1856.61,1868.0,1850.55,1861.31,25170.836
2022-06-06 19:00:00,1861.32,1866.96,1854.32,1863.83,21871.905
2022-06-06 20:00:00,1863.83,1866.46,1846.96,1861.96,21608.8225
2022-06-06 21:00:00,1861.97,1876.82,1861.26,1873.16,11526.3081
2022-06-06 22:00:00,1873.15,1875.81,1851.62,1855.3,17312.7576
2022-06-06 23:00:00,1855.31,1862.13,1853.62,1859.84,13660.9458
2022-06-07 00:00:00,1859.84,1862.81,1748.87,1758.79,208511.434
2022-06-07 01:00:00,1758.8,1771.85,1726.07,1742.46,119808.8424
2022-06-07 02:00:00,1742.46,1743.31,1725.13,1740.95,86288.4426
2022-06-07 03:00:00,1740.94,1760.92,1737.28,1756.75,45028.6936
2022-06-07 04:00:00,1756.76,1758.81,1747.61,1753.4,44947.6052
2022-06-07 05:00:00,1753.4,1764.76,1749.0,1754.25,35735.1457
2022-06-07 06:00:00,1754.25,1759.64,1750.97,1755.8,21124.3106
2022-06-07 07:00:00,1755.81,1764.7,1753.75,1763.03,24630.9854
2022-06-07 08:00:00,1763.04,1777.25,1760.04,1770.45,37308.3162
2022-06-07 09:00:00,1770.45,1771.59,1763.15,1763.68,19858.548
2022-06-07 10:00:00,1763.67,1771.81,1761.61,1766.85,18833.3782
2022-06-07 11:00:00,1766.86,1768.75,1747.42,1753.69,48844.4273
2022-06-07 12:00:00,1753.7,1757.45,1736.17,1751.1,46072.743
2022-06-07 13:00:00,1751.1,1773.34,1746.69,1761.7,47426.3026
2022-06-07 14:00:00,1761.7,1794.26,1757.3,1784.63,60836.8113
2022-06-07 15:00:00,1784.62,1790.0,1774.0,1781.55,38038.6071
2022-06-07 16:00:00,1781.54,1786.08,1768.7,1783.75,32362.8843
2022-06-07 17:00:00,1783.75,1791.87,1777.84,1782.7,22761.3378
2022-06-07 18:00:00,1782.7,1811.8,1779.67,1807.53,48591.6263
2022-06-07 19:00:00,1807.53,1874.98,1807.15,1846.97,108822.252
2022-06-07 20:00:00,1846.97,1870.0,1838.49,1845.09,74250.7385
2022-06-07 21:00:00,1845.1,1850.0,1833.1,1840.83,26028.8083
2022-06-07 22:00:00,1840.83,1846.74,1753.03,1808.77,112261.6396
2022-06-07 23:00:00,1808.16,1833.69,1782.06,1813.33,69224.3488
2022-06-08 00:00:00,1813.33,1828.74,1811.16,1814.17,32977.5444
2022-06-08 01:00:00,1814.17,1828.0,1788.28,1820.75,54134.3522
2022-06-08 02:00:00,1820.76,1836.07,1818.64,1824.54,28048.4985
2022-06-08 03:00:00,1824.54,1827.94,1765.28,1779.5,98710.388
2022-06-08 04:00:00,1779.49,1796.51,1772.27,1788.08,86711.99
2022-06-08 05:00:00,1788.08,1818.31,1785.32,1811.43,37727.6498
2022-06-08 06:00:00,1811.42,1817.99,1796.0,1806.13,32220.4998
2022-06-08 07:00:00,1806.13,1814.49,1790.05,1806.4,40969.2519
2022-06-08 08:00:00,1806.4,1811.06,1795.9,1807.92,29933.5173
2022-06-08 09:00:00,1807.92,1817.0,1797.44,1816.98,26649.9572
2022-06-08 10:00:00,1816.97,1816.98,1803.33,1805.58,21482.1492
2022-06-08 11:00:00,1805.58,1813.33,1802.0,1808.61,18718.1815
2022-06-08 12:00:00,1808.62,1809.96,1783.22,1792.65,37031.2921
2022-06-08 13:00:00,1792.66,1838.77,1788.74,1823.24,80034.1731
2022-06-08 14:00:00,1823.23,1827.2,1797.42,1800.92,55562.0855
2022-06-08 15:00:00,1800.92,1821.14,1798.64,1815.27,40165.5364
2022-06-08 16:00:00,1815.28,1822.0,1788.05,1796.72,48366.8901
2022-06-08 17:00:00,1796.71,1804.47,1793.01,1802.08,27075.2455
2022-06-08 18:00:00,1802.09,1806.5,1771.53,1791.96,42834.9163
2022-06-08 19:00:00,1791.95,1801.39,1783.0,1790.64,31203.5846
